Gene	HN_1	HN_2	HN_3	HN_4	HN_5	HN_6	DCIS_1	DCIS_2	DCIS_3	DCIS_4	DCIS_5	DCIS_6
"2335"	7.27466200187891	6.96277067683138	6.98542231250632	6.86325501841837	7.39741331655861	7.12517984501035	10.3619059212754	10.1166850617731	6.79809659160078	8.00478425821726	9.10299243769319	7.36693778909605
"1311"	6.72512240810094	6.6889358251747	6.40601213921646	6.70818970352038	6.33295900449577	6.86242119183106	8.95723938656528	7.28646114339761	6.34085656252072	8.63977258325256	6.51735821110963	6.80769681788365
"1278"	8.8730536924673	9.1112080549997	9.40749239368071	8.22140264327962	9.03570746634402	9.14137647102595	11.1329315648233	10.2436494057932	8.0176819184407	9.75198076110071	10.131139837481	8.44707480022517
"7057"	6.82345813946416	7.02529363446574	7.20499692260933	6.96032467530337	7.28435540339067	7.47568260754721	8.06307164582404	7.27407584773633	7.83743575263852	7.15836228280052	8.73397474240975	7.57106393875484
"7058"	8.21687565297199	7.80819058577585	8.70514960041584	7.44108181539211	7.65701603494454	7.85856182979909	9.68923884548138	8.77182743047875	7.977282372324	8.93602335608632	8.46083654156641	7.51905277883621
"6696"	7.38068870755235	7.29939593113025	6.72484232964712	7.51974489268929	7.58988810348676	7.67748532659135	9.78321985321181	7.57974664611035	7.21002679030159	7.00386699487391	8.77686849553856	7.45255796733332
"1277"	7.2036769283659	7.711129626801	7.77159765762368	7.16239268464467	7.53307713717238	7.56950927461805	9.19550871120942	8.70765889310644	7.29964187809122	7.60423155982139	8.3525704179074	7.13435615757044
"8503"	6.75066729919735	7.6874323625168	7.45812841431061	7.1866287784607	8.33455936176742	8.18706808832786	7.3428090163275	7.82305316156883	7.23539497141199	7.86457992261673	9.80231940989247	8.80344888060141
"5062"	6.99205346624591	7.86719237811488	8.07267475395595	7.03566362422226	8.70130978570038	8.50328115422033	7.40663965771954	8.2284019606556	8.28966886432726	7.77338170056969	9.25144894075138	9.19149500725968
"1301"	6.89709489906755	7.24286508268693	6.82602535641575	7.6095138883868	6.85837285581521	6.88439736305677	8.60541278391965	8.26708499491447	6.64160295690233	8.30839791695564	6.7215491365923	6.7002760139377
