Gene	HN_1	HN_2	HN_3	HN_4	HN_5	HN_6	DCIS_1	DCIS_2	DCIS_3	DCIS_4	DCIS_5	DCIS_6
"51128"	7.42431178107388	7.9700118339215	8.03443647337431	6.80666887318189	8.50801889794761	8.52329502484702	8.63651313295133	8.63965405379975	8.74015280125131	8.03751712574544	9.06065802312831	8.8454600514441
"2923"	9.36237095873538	9.15022129048844	8.53794401681297	8.82896629787475	9.89073592465102	9.98078431428469	11.1684092199631	9.39668278001187	9.17622664874672	9.75225398381946	10.5293511984012	10.2428827450316
"10130"	9.08882849321	8.98382257755613	9.49354381461184	8.25519729678658	10.0407153591427	9.95932701306371	10.5632743027436	9.15807985025778	10.2157772821464	9.383800903938	10.4447052028145	10.3198540402758
"3312"	9.69646148581781	9.78268561134736	9.21932980432306	8.55347159530249	10.165792615816	9.92438786442912	10.6704213387662	10.3096181021364	9.81146003647979	9.14453828190118	11.0194114558152	10.4375317817018
"10970"	7.74656065111993	9.23925578342408	8.92663925328185	7.53189927780867	9.45438634268741	9.56792420127671	8.666656187999	9.28004277701198	9.2025238914898	9.53607491584629	10.0380068225984	9.65930679172465
"3301"	7.39791956934304	8.64323790352057	8.33908308423991	7.23595091673343	9.5712860416133	9.15300919044927	8.77768005903212	9.38897453382593	8.60715883935599	7.70699416838872	10.5000437871673	9.21992388828612
"9451"	7.47464307906624	7.28804562081174	7.50357983499285	7.40674204223992	7.68562150459095	7.71294511631649	8.69987360622367	7.69226600297055	7.85611292193175	8.71265174424403	7.87461845503548	7.95752576203236
"23480"	8.77276849072451	8.50501390881159	9.04391947498484	8.45839984606902	9.05257820140138	8.9437767621953	9.87501824156915	9.12404889605265	9.94098040351132	8.80142300637782	9.3118992122729	9.29160480635202
"9601"	8.32571784126603	8.11017067772642	7.6892665361077	8.23659757187464	7.67885763577927	7.56815739801621	9.38199978598141	8.76535701329015	8.07920359515495	9.32426994349894	7.76768508186738	7.74780099569911
"811"	8.15475765201671	8.36303034838661	6.96684505804785	7.80219414623759	6.89317253522633	6.92162298697121	8.17812273235456	8.65646019175932	8.40608975398934	8.91290788954219	7.08046516522077	7.29185670575759
"3309"	7.73645310085334	8.33334554018245	8.07368761363393	7.56856900000334	8.86593087249749	8.92379705339555	9.13267222446486	8.69586442179222	8.49924338001956	7.99315744270361	9.43857405174352	9.12413558038448
"7323"	7.77459166399289	8.91392194644588	8.38144278027214	7.11315477812615	9.3470950150932	8.92147969875818	9.40909386011043	9.38637566007303	8.68287669704357	7.38892322775874	9.89474975642227	9.01718612293243
"7494"	9.01738069044397	11.1557546400608	9.79199809356281	9.03358375706862	10.4622562650515	10.8881154700539	11.2780004554791	11.8609696609083	9.63507881414573	8.4480999164567	11.147325572025	11.2184509214025
"6748"	10.4602136346893	9.46231666924182	8.54730432400762	9.91009306528941	8.26773628112864	8.18659760472698	10.8865329599996	10.3312234033181	9.29041161236948	10.7491397630837	8.3819865825193	8.41553984434454
"64374"	8.58152301974228	8.07305897002101	7.72328891821468	8.61201912559588	7.79863487271107	7.71561608931515	9.41219486739806	9.0049839767209	8.13539766075339	9.38004074613158	7.77815478993688	7.88287691437787
"10525"	8.76636468958454	8.60872433372168	7.90559134659191	8.93434250631794	7.69529866260114	7.76222364549317	9.49130070617263	9.66586862036554	8.10984214421469	9.31791864597972	7.95615435558776	8.11150687999389
"7466"	8.67730043309007	8.10682459203976	8.10844421391915	8.77514669137199	8.32330763588727	8.13991205539122	8.91450583153487	8.9731358228619	8.63927434269766	9.09162445418495	8.51663867345219	8.85272760592192
"10808"	7.64954480915915	8.63310502856387	7.98108713476225	7.29209489414734	8.42196150293468	8.15704923491812	8.86462802736207	8.65428939245688	8.1535539515859	8.02802861962532	8.96734380234737	8.31717561128208
"6184"	9.11025860363945	8.56130973317624	8.18528550648164	8.89604388043092	8.09850740036236	8.10173982281087	9.28592819795194	9.24727292074442	8.68227075472928	9.81254404245901	8.36412495296875	8.40934743553271
"56886"	7.43776251638175	7.64877119247586	7.49965694145237	7.34159196958345	7.72506968930856	7.66373584493194	7.99220683678565	8.05534537402757	8.13399573477988	8.52766913932486	7.82283734066532	7.56025735498995
"5887"	7.76960002862967	7.90754411097502	8.16307663545446	7.28414308210837	8.81862381345406	8.77871859987801	8.77987318185716	8.50492629399372	8.13380795336629	7.69587873492056	9.22095043240081	9.11675503594846
"6185"	10.7352474443009	10.4021891219379	10.0204395496312	10.0822173685382	10.5273816758355	10.2708068800543	11.4532754240388	10.9833307361838	10.6378287633027	10.1308082963607	10.8310392428813	10.7261224768548
"1603"	9.1681345183228	9.50029313407211	10.475738664841	9.46828474969269	11.1112142353906	10.990542581626	10.7430703710259	10.0280158712897	10.8505792336462	8.82433839146789	11.508907777768	11.2435711012407
"7184"	9.20727495485399	8.74630287440737	8.43979940111972	8.3091637395583	9.29153050401685	9.01933318526635	9.68154846472799	9.38248016817585	8.71552925687478	9.03534753560001	8.82763705650044	9.44304534446387
"6500"	9.34461312331038	9.71059276106124	9.89767116990237	9.29541996410677	10.3181173661084	10.2478458158803	10.2265938585634	10.1458124969637	9.68949080322371	8.94746851958798	10.8776289703875	10.7724840660161
"57134"	7.0495192351864	7.03631408882464	7.43252674277109	7.16431143533844	8.62732904276614	7.81895221874331	7.91190924210921	6.54564935900005	7.159634326302	7.90919435590004	9.60648075121359	7.78940085997522
"5602"	7.83716113175439	7.68506500705762	8.03602065355459	7.97890156481722	8.13962364649424	8.15199620714688	8.19297890631279	7.9089246596413	7.33884313779432	9.47385830282769	8.26536877620038	8.33723120339471
"4217"	8.36815012457394	7.77029890236796	8.43478420484647	8.40649073421916	8.13309442696072	7.73765758726917	8.14214794268712	9.15787265772295	8.64164942575854	7.85445962870053	7.44453942721785	8.09783996569569
"3306"	8.76867034518228	7.9736783918077	8.99743387874139	7.6263184150016	9.23670107901865	7.41017514410095	8.29673347032805	10.1120415124625	8.10470823192475	6.43412472969368	8.68191506315988	8.09033391842641
"596"	6.91869584096944	7.5312013745047	8.25414099113245	6.7126907454066	8.69029293366078	8.57383269553508	7.77425843671593	7.22050519901709	7.11742114645237	6.0817127233908	9.08756203885863	8.73574091938324
"23645"	8.75590496615349	7.34020780893976	7.42562518942801	8.57852675078383	7.28677643438593	7.04184248417836	7.46550571696305	8.24629836264744	7.411517047431	7.99581955880633	7.07052027065476	7.31420886507923
"1410"	9.773393502985	8.67008337813058	9.05577700927194	9.50993604404021	9.08902626205949	9.35802521570217	7.62135381158254	7.32857999897208	8.96391596268833	7.80102446600982	7.62675177636767	8.95034577000279
